year,protesterviolence,participants_category,duration_int,labor wage dispute,land farm issue,police brutality,"political behavior, process","price increases, tax policy",removal of politician,social restrictions,CC.EST,GE.EST,PV.NO.SRC,RL.EST,VA.EST,Asia,Central America,Europe,MENA,North America,Oceania,South America,NF,PF
2006,1,3,178,0,0,1,1,0,0,0,1.962554,1.895545,8.0,1.814535,1.415595,0,0,0,0,1,0,0,0,0
2007,0,4,1,0,0,0,1,0,0,0,2.0009,1.761394,8.0,1.814706,1.384672,0,0,0,0,1,0,0,0,0
2008,1,3,1,0,0,1,0,0,0,0,2.002689,1.791681,8.0,1.80829,1.407529,0,0,0,0,1,0,0,0,0
2009,0,7,1,0,0,0,1,0,0,0,2.061789,1.74589,8.0,1.804082,1.401846,0,0,0,0,1,0,0,0,0
2009,1,3,1,0,0,0,1,0,0,0,2.061789,1.74589,8.0,1.804082,1.401846,0,0,0,0,1,0,0,0,0
2010,1,4,2,0,0,0,1,0,0,0,2.0704,1.782904,8.0,1.805736,1.352596,0,0,0,0,1,0,0,0,0
2011,0,3,1,0,0,0,1,0,0,0,1.977955,1.778237,9.0,1.736465,1.380145,0,0,0,0,1,0,0,0,0
2012,1,4,118,0,0,0,0,1,0,0,1.926623,1.765559,9.0,1.763494,1.437505,0,0,0,0,1,0,0,0,0
2015,0,2,1,0,0,0,1,0,0,0,1.887181,1.761729,9.0,1.84192,1.467126,0,0,0,0,1,0,0,0,0
2016,0,3,1,1,0,0,0,0,0,0,1.989884,1.780962,9.0,1.841268,1.445155,0,0,0,0,1,0,0,0,0
2016,0,3,1,1,0,0,0,0,0,0,1.989884,1.780962,9.0,1.841268,1.445155,0,0,0,0,1,0,0,0,0
2016,0,3,1,1,0,0,0,0,0,0,1.989884,1.780962,9.0,1.841268,1.445155,0,0,0,0,1,0,0,0,0
2016,0,3,16,0,0,1,0,0,0,0,1.989884,1.780962,9.0,1.841268,1.445155,0,0,0,0,1,0,0,0,0
2016,0,2,1,0,0,0,1,0,0,0,1.989884,1.780962,9.0,1.841268,1.445155,0,0,0,0,1,0,0,0,0
2016,0,3,1,0,0,0,1,0,0,0,1.989884,1.780962,9.0,1.841268,1.445155,0,0,0,0,1,0,0,0,0
2016,0,2,1,0,0,0,1,0,0,0,1.989884,1.780962,9.0,1.841268,1.445155,0,0,0,0,1,0,0,0,0
2016,0,3,1,0,0,0,1,0,0,0,1.989884,1.780962,9.0,1.841268,1.445155,0,0,0,0,1,0,0,0,0
2016,0,3,1,0,0,1,0,0,0,0,1.989884,1.780962,9.0,1.841268,1.445155,0,0,0,0,1,0,0,0,0
2016,0,3,30,0,0,0,1,0,0,0,1.989884,1.780962,9.0,1.841268,1.445155,0,0,0,0,1,0,0,0,0
2017,0,2,26,0,0,0,0,0,0,1,1.927651,1.857114,9.0,1.806023,1.477724,0,0,0,0,1,0,0,0,0
2018,0,3,1,0,0,0,1,0,0,0,1.827885,1.714916,9.0,1.756561,1.490146,0,0,0,0,1,0,0,0,0
2018,0,5,9,0,0,0,0,0,0,1,1.827885,1.714916,9.0,1.756561,1.490146,0,0,0,0,1,0,0,0,0
2019,0,3,2,0,1,0,0,0,0,0,1.767164,1.731293,8.0,1.760273,1.431915,0,0,0,0,1,0,0,0,0
2019,0,2,1,0,1,0,0,0,0,0,1.767164,1.731293,8.0,1.760273,1.431915,0,0,0,0,1,0,0,0,0
2019,0,2,1,0,1,0,0,0,0,0,1.767164,1.731293,8.0,1.760273,1.431915,0,0,0,0,1,0,0,0,0
2019,0,2,1,0,1,0,0,0,0,0,1.767164,1.731293,8.0,1.760273,1.431915,0,0,0,0,1,0,0,0,0
2019,0,5,1,0,0,0,0,0,0,1,1.767164,1.731293,8.0,1.760273,1.431915,0,0,0,0,1,0,0,0,0
2020,0,2,15,0,1,0,0,0,0,0,1.597707,1.644323,7.0,1.655119,1.476175,0,0,0,0,1,0,0,0,0
2020,0,2,15,0,1,0,0,0,0,0,1.597707,1.644323,7.0,1.655119,1.476175,0,0,0,0,1,0,0,0,0
2012,0,2,1,0,0,0,1,0,0,0,0.2350929,-0.4049996,6.0,-0.7054907,-1.514607,0,0,0,0,1,0,0,1,0
2014,0,3,1,1,0,0,0,0,0,0,0.0684972,-0.0471543,6.0,-0.6578695,-1.544798,0,0,0,0,1,0,0,1,0
2014,0,3,1,0,0,0,1,0,0,0,0.0684972,-0.0471543,6.0,-0.6578695,-1.544798,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,3,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2015,0,2,1,0,0,0,1,0,0,0,0.0706221,0.0214942,6.0,-0.7015275,-1.558119,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2016,0,2,1,0,0,0,1,0,1,0,0.1692236,-0.1051888,6.0,-0.4425099,-1.560149,0,0,0,0,1,0,0,1,0
2017,0,2,1,0,0,0,1,0,1,0,0.2678478,-0.1804782,6.0,-0.4303128,-1.552479,0,0,0,0,1,0,0,1,0
2017,0,2,1,0,0,0,1,0,1,0,0.2678478,-0.1804782,6.0,-0.4303128,-1.552479,0,0,0,0,1,0,0,1,0
2019,0,3,1,0,0,0,1,0,0,0,0.0437994,-0.1727885,6.0,-0.3226229,-1.440688,0,0,0,0,1,0,0,1,0
2019,0,3,1,0,0,0,0,0,0,1,0.0437994,-0.1727885,6.0,-0.3226229,-1.440688,0,0,0,0,1,0,0,1,0
2006,0,3,1,0,0,1,0,0,0,0,-1.311195,-1.278498,5.0,-1.405267,-0.7125545,0,0,0,0,1,0,0,1,0
2006,1,1,2,0,0,0,1,0,0,0,-1.311195,-1.278498,5.0,-1.405267,-0.7125545,0,0,0,0,1,0,0,1,0
2006,0,4,1,0,0,0,1,0,0,0,-1.311195,-1.278498,5.0,-1.405267,-0.7125545,0,0,0,0,1,0,0,1,0
2006,0,3,1,0,0,0,1,0,0,0,-1.311195,-1.278498,5.0,-1.405267,-0.7125545,0,0,0,0,1,0,0,1,0
2007,0,1,1,0,0,0,1,0,0,0,-1.279908,-1.304207,5.0,-1.344052,-0.6129856,0,0,0,0,1,0,0,0,1
2008,1,2,1,0,0,0,0,1,0,0,-1.206732,-1.293409,5.0,-1.27686,-0.5870128,0,0,0,0,1,0,0,0,1
2008,1,1,2,0,0,0,0,1,0,0,-1.206732,-1.293409,5.0,-1.27686,-0.5870128,0,0,0,0,1,0,0,0,1
2008,0,3,1,0,0,0,0,1,0,0,-1.206732,-1.293409,5.0,-1.27686,-0.5870128,0,0,0,0,1,0,0,0,1
2010,1,3,1,0,0,0,1,0,0,0,-1.187489,-1.629112,6.0,-1.370315,-0.7115129,0,0,0,0,1,0,0,0,1
2010,1,4,1,0,0,0,1,0,0,0,-1.187489,-1.629112,6.0,-1.370315,-0.7115129,0,0,0,0,1,0,0,0,1
2010,0,3,2,0,0,0,1,0,0,0,-1.187489,-1.629112,6.0,-1.370315,-0.7115129,0,0,0,0,1,0,0,0,1
2010,1,4,3,0,0,0,1,0,0,0,-1.187489,-1.629112,6.0,-1.370315,-0.7115129,0,0,0,0,1,0,0,0,1
2011,0,3,1,0,0,0,0,0,1,0,-1.223185,-1.673261,7.0,-1.407636,-0.7490237,0,0,0,0,1,0,0,0,1
2011,0,3,1,0,0,0,1,0,0,0,-1.223185,-1.673261,7.0,-1.407636,-0.7490237,0,0,0,0,1,0,0,0,1
2012,0,4,1,0,0,0,1,0,0,0,-1.235656,-1.645049,7.0,-1.327383,-0.7627437,0,0,0,0,1,0,0,0,1
2012,0,3,2,0,0,0,1,0,0,0,-1.235656,-1.645049,7.0,-1.327383,-0.7627437,0,0,0,0,1,0,0,0,1
2012,0,4,1,0,1,0,0,0,0,0,-1.235656,-1.645049,7.0,-1.327383,-0.7627437,0,0,0,0,1,0,0,0,1
2013,0,4,1,0,0,0,1,0,0,0,-1.130267,-1.57678,7.0,-1.294304,-0.7494452,0,0,0,0,1,0,0,0,1
2013,0,4,1,0,0,0,1,0,0,0,-1.130267,-1.57678,7.0,-1.294304,-0.7494452,0,0,0,0,1,0,0,0,1
2013,0,4,1,0,0,0,0,1,0,0,-1.130267,-1.57678,7.0,-1.294304,-0.7494452,0,0,0,0,1,0,0,0,1
2013,1,3,1,0,0,0,1,0,0,0,-1.130267,-1.57678,7.0,-1.294304,-0.7494452,0,0,0,0,1,0,0,0,1
2013,1,4,1,0,0,0,1,1,0,0,-1.130267,-1.57678,7.0,-1.294304,-0.7494452,0,0,0,0,1,0,0,0,1
2013,0,4,1,0,0,0,1,0,0,0,-1.130267,-1.57678,7.0,-1.294304,-0.7494452,0,0,0,0,1,0,0,0,1
2013,0,3,1,0,0,0,1,1,0,0,-1.130267,-1.57678,7.0,-1.294304,-0.7494452,0,0,0,0,1,0,0,0,1
2014,1,3,1,0,0,0,1,0,0,0,-1.233932,-2.042232,7.0,-1.185569,-0.7911079,0,0,0,0,1,0,0,0,1
2014,0,5,1,0,0,0,1,0,0,0,-1.233932,-2.042232,7.0,-1.185569,-0.7911079,0,0,0,0,1,0,0,0,1
2014,0,5,1,0,0,0,0,0,1,0,-1.233932,-2.042232,7.0,-1.185569,-0.7911079,0,0,0,0,1,0,0,0,1
2014,1,4,1,0,0,0,1,0,0,0,-1.233932,-2.042232,7.0,-1.185569,-0.7911079,0,0,0,0,1,0,0,0,1
2014,0,5,1,0,0,0,1,0,0,0,-1.233932,-2.042232,7.0,-1.185569,-0.7911079,0,0,0,0,1,0,0,0,1
2014,1,5,1,0,0,0,1,0,1,0,-1.233932,-2.042232,7.0,-1.185569,-0.7911079,0,0,0,0,1,0,0,0,1
2014,1,5,1,0,0,0,1,0,1,0,-1.233932,-2.042232,7.0,-1.185569,-0.7911079,0,0,0,0,1,0,0,0,1
2014,0,3,1,0,0,0,0,0,1,0,-1.233932,-2.042232,7.0,-1.185569,-0.7911079,0,0,0,0,1,0,0,0,1
2014,1,5,1,0,0,0,0,0,1,0,-1.233932,-2.042232,7.0,-1.185569,-0.7911079,0,0,0,0,1,0,0,0,1
2015,1,4,1,0,0,0,1,0,1,0,-1.237718,-2.016466,7.0,-1.180691,-0.7986994,0,0,0,0,1,0,0,0,1
2015,0,5,1,0,0,0,1,0,0,0,-1.237718,-2.016466,7.0,-1.180691,-0.7986994,0,0,0,0,1,0,0,0,1
2015,1,5,1,0,0,0,1,1,1,0,-1.237718,-2.016466,7.0,-1.180691,-0.7986994,0,0,0,0,1,0,0,0,1
2015,1,5,1,0,0,0,1,0,0,0,-1.237718,-2.016466,7.0,-1.180691,-0.7986994,0,0,0,0,1,0,0,0,1
2015,1,2,1,0,0,0,1,0,0,0,-1.237718,-2.016466,7.0,-1.180691,-0.7986994,0,0,0,0,1,0,0,0,1
2016,1,5,19,0,0,0,0,0,1,0,-1.331458,-2.078399,6.0,-1.002219,-0.7593951,0,0,0,0,1,0,0,0,1
2016,0,3,1,0,0,0,1,0,0,1,-1.331458,-2.078399,6.0,-1.002219,-0.7593951,0,0,0,0,1,0,0,0,1
2016,0,3,1,0,0,0,1,0,0,1,-1.331458,-2.078399,6.0,-1.002219,-0.7593951,0,0,0,0,1,0,0,0,1
2017,0,6,1,1,0,0,0,0,0,0,-1.238367,-2.057976,7.0,-1.084979,-0.7370054,0,0,0,0,1,0,0,0,1
2017,0,3,1,1,0,0,0,0,0,0,-1.238367,-2.057976,7.0,-1.084979,-0.7370054,0,0,0,0,1,0,0,0,1
2018,0,3,1,0,0,1,0,0,0,0,-1.275526,-1.905055,7.0,-1.052376,-0.75751,0,0,0,0,1,0,0,0,1
2018,1,3,2,0,0,0,0,1,0,0,-1.275526,-1.905055,7.0,-1.052376,-0.75751,0,0,0,0,1,0,0,0,1
2018,1,7,1,0,0,0,1,0,0,0,-1.275526,-1.905055,7.0,-1.052376,-0.75751,0,0,0,0,1,0,0,0,1
2018,1,6,1,0,0,0,1,0,1,0,-1.275526,-1.905055,7.0,-1.052376,-0.75751,0,0,0,0,1,0,0,0,1
2018,1,6,1,0,0,0,1,0,1,0,-1.275526,-1.905055,7.0,-1.052376,-0.75751,0,0,0,0,1,0,0,0,1
2019,1,6,3,0,0,0,1,0,1,0,-1.339134,-2.01491,6.0,-0.9713579,-0.746346,0,0,0,0,1,0,0,0,1
2019,1,3,1,0,0,0,1,0,1,0,-1.339134,-2.01491,6.0,-0.9713579,-0.746346,0,0,0,0,1,0,0,0,1
2019,1,3,1,0,0,0,1,0,1,0,-1.339134,-2.01491,6.0,-0.9713579,-0.746346,0,0,0,0,1,0,0,0,1
2019,1,6,1,0,0,0,1,0,1,0,-1.339134,-2.01491,6.0,-0.9713579,-0.746346,0,0,0,0,1,0,0,0,1
2019,1,6,1,0,0,0,0,0,1,0,-1.339134,-2.01491,6.0,-0.9713579,-0.746346,0,0,0,0,1,0,0,0,1
2019,1,6,2,0,0,0,0,0,1,0,-1.339134,-2.01491,6.0,-0.9713579,-0.746346,0,0,0,0,1,0,0,0,1
2019,1,6,1,0,0,0,0,0,1,0,-1.339134,-2.01491,6.0,-0.9713579,-0.746346,0,0,0,0,1,0,0,0,1
2019,1,6,1,0,0,0,0,0,1,0,-1.339134,-2.01491,6.0,-0.9713579,-0.746346,0,0,0,0,1,0,0,0,1
2019,1,6,1,0,0,0,0,0,1,0,-1.339134,-2.01491,6.0,-0.9713579,-0.746346,0,0,0,0,1,0,0,0,1
2019,1,7,1,0,0,0,0,0,1,0,-1.339134,-2.01491,6.0,-0.9713579,-0.746346,0,0,0,0,1,0,0,0,1
2019,1,5,1,0,0,0,0,0,1,0,-1.339134,-2.01491,6.0,-0.9713579,-0.746346,0,0,0,0,1,0,0,0,1
2019,1,5,1,0,0,0,0,0,1,0,-1.339134,-2.01491,6.0,-0.9713579,-0.746346,0,0,0,0,1,0,0,0,1
2019,0,6,1,0,0,0,0,0,1,0,-1.339134,-2.01491,6.0,-0.9713579,-0.746346,0,0,0,0,1,0,0,0,1
2019,0,3,1,1,0,0,0,0,1,0,-1.339134,-2.01491,6.0,-0.9713579,-0.746346,0,0,0,0,1,0,0,0,1
2019,0,6,1,0,0,0,0,0,1,0,-1.339134,-2.01491,6.0,-0.9713579,-0.746346,0,0,0,0,1,0,0,0,1
2020,0,3,1,1,0,0,0,0,1,0,-1.319874,-2.033819,5.0,-1.036246,-0.8427454,0,0,0,0,1,0,0,0,1
2020,0,3,1,1,0,0,0,0,1,0,-1.319874,-2.033819,5.0,-1.036246,-0.8427454,0,0,0,0,1,0,0,0,1
2012,1,3,1,0,0,0,0,1,0,0,-0.8599237,-0.5103254,8.0,-0.6877354,0.1245922,0,0,0,0,1,0,0,0,0
2012,0,4,1,0,0,1,1,1,0,0,-0.8599237,-0.5103254,8.0,-0.6877354,0.1245922,0,0,0,0,1,0,0,0,0
2017,0,7,1,0,0,0,1,0,0,0,-0.7402246,-0.3719791,8.0,-0.4208526,0.1592211,0,0,0,0,1,0,0,0,1
2017,0,7,1,0,0,0,1,0,0,0,-0.7402246,-0.3719791,8.0,-0.4208526,0.1592211,0,0,0,0,1,0,0,0,1
2017,0,7,1,0,0,0,1,0,0,0,-0.7402246,-0.3719791,8.0,-0.4208526,0.1592211,0,0,0,0,1,0,0,0,1
2017,0,7,1,0,0,0,1,0,0,0,-0.7402246,-0.3719791,8.0,-0.4208526,0.1592211,0,0,0,0,1,0,0,0,1
2017,0,7,1,0,0,0,1,0,0,0,-0.7402246,-0.3719791,8.0,-0.4208526,0.1592211,0,0,0,0,1,0,0,0,1
2017,0,7,1,0,0,0,1,0,0,0,-0.7402246,-0.3719791,8.0,-0.4208526,0.1592211,0,0,0,0,1,0,0,0,1
